# wavelength flux
3200.18460 3.63109e-18
3202.94695 -3.71988e-18
3205.71934 -6.26647e-18
3208.48169 1.28530e-17
3211.24404 -4.72578e-18
3214.00638 4.03614e-17
3216.76873 -1.98856e-18
3219.53108 1.18963e-17
3222.29343 -2.75149e-18
3225.05577 2.70863e-18
3227.82817 1.48400e-17
3230.59051 1.06464e-17
3233.35286 4.27774e-18
3236.11521 -2.60717e-18
3238.87756 7.39763e-18
3241.63990 2.94933e-18
3244.40225 9.62395e-18
3247.17464 -1.57989e-17
3249.93699 1.22263e-17
3252.69934 9.10727e-18
3255.46169 7.67258e-18
3258.22403 -3.47139e-18
3260.98638 2.07695e-18
3263.74873 9.73365e-18
3266.51108 7.89135e-18
3269.28347 1.43391e-17
3272.04582 3.29829e-17
3274.80816 -6.18700e-18
3277.57051 4.25906e-18
3280.33286 2.28940e-20
3283.09521 -8.68283e-19
3285.85755 9.60787e-19
3288.61990 5.87698e-18
3291.39229 4.48767e-18
3294.15464 2.81081e-18
3296.91699 7.87955e-20
3299.67934 9.28485e-18
3302.44168 -2.88784e-18
3305.20403 2.62367e-18
3307.96638 3.58128e-18
3310.73877 7.77727e-18
3313.50112 2.94078e-19
3316.26347 3.38876e-19
3319.02581 4.31512e-18
3321.78816 4.94583e-18
3324.55051 1.23740e-17
3327.31286 9.09608e-18
3330.07520 6.37916e-19
3332.84760 -5.68247e-18
3335.60994 1.30020e-17
3338.37229 4.93522e-18
3341.13464 1.45963e-17
3343.89699 1.11280e-17
3346.65933 5.81680e-18
3349.42168 5.50946e-18
3352.19407 6.93511e-18
3354.95642 9.58031e-18
3357.71877 7.09877e-18
3360.48112 7.99469e-18
3363.24346 1.27519e-17
3366.00581 6.50602e-18
3368.76816 1.98308e-18
3371.53051 5.97619e-18
3374.30290 3.69853e-18
3377.06525 9.51872e-18
3379.82759 6.94407e-18
3382.58994 3.80684e-18
3385.35229 1.02881e-17
3388.11464 4.10709e-18
3390.87698 1.28890e-17
3393.63933 1.07850e-17
3396.41172 7.20773e-18
3399.17407 1.19247e-17
3401.93642 1.22036e-17
3404.69877 1.14158e-17
3407.46111 5.69870e-18
3410.22346 5.58115e-18
3412.98581 8.78353e-18
3415.75820 1.75312e-17
3418.52055 1.10153e-17
3421.28290 1.55068e-17
3424.04524 8.83724e-18
3426.80759 9.61477e-18
3429.56994 9.61349e-18
3432.33229 1.21482e-17
3435.09463 1.30833e-17
3437.86703 1.03803e-17
3440.62937 7.60858e-18
3443.39172 1.32204e-17
3446.15407 7.62779e-18
3448.91642 4.50836e-18
3451.67876 1.02883e-17
3454.44111 1.42461e-17
3457.21350 9.68202e-18
3459.97585 1.13934e-17
3462.73820 1.35652e-17
3465.50054 6.61551e-18
3468.26289 1.14509e-17
3471.02524 1.26943e-17
3473.78759 6.60376e-18
3476.54993 8.71728e-18
3479.32233 9.96517e-18
3482.08467 1.24137e-17
3484.84702 9.67882e-18
3487.60937 1.00437e-17
3490.37172 9.80019e-18
3493.13406 1.18623e-17
3495.89641 9.52934e-18
3498.65876 1.03729e-17
3501.43115 8.44741e-18
3504.19350 8.60988e-18
3506.95585 1.18978e-17
3509.71819 9.41498e-18
3512.48054 8.34248e-18
3515.24289 5.40537e-18
3518.00524 1.37719e-17
3520.77763 8.17404e-18
3523.53998 5.54927e-18
3526.30232 9.62379e-18
3529.06467 8.04712e-18
3531.82702 7.61927e-18
3534.58937 8.73466e-18
3537.35171 9.84279e-18
3540.11406 7.38271e-18
3542.88645 6.66526e-18
3545.64880 9.07829e-18
3548.41115 8.20093e-18
3551.17350 9.03827e-18
3553.93584 8.53780e-18
3556.69819 7.43059e-18
3559.46054 7.53071e-18
3562.23293 7.63512e-18
3564.99528 7.81346e-18
3567.75763 7.69840e-18
3570.51997 7.24201e-18
3573.28232 6.83817e-18
3576.04467 9.25096e-18
3578.80702 7.06870e-18
3581.56936 9.85312e-18
3584.34176 7.59965e-18
3587.10410 7.16920e-18
3589.86645 5.93631e-18
3592.62880 5.39976e-18
3595.39115 5.76114e-18
3598.15349 8.17095e-18
3600.91584 5.02330e-18
3603.68823 7.70029e-18
3606.45058 6.13332e-18
3609.21293 7.29047e-18
3611.97528 6.25437e-18
3614.73762 7.83050e-18
3617.49997 7.13367e-18
3620.26232 5.62980e-18
3623.02467 4.90807e-18
3625.79706 8.02336e-18
3628.55941 6.83963e-18
3631.32175 5.32190e-18
3634.08410 6.78007e-18
3636.84645 3.99345e-18
3639.60880 6.05159e-18
3642.37114 7.37426e-18
3645.13349 4.42013e-18
3647.90588 6.19372e-18
3650.66823 5.29507e-18
3653.43058 6.48294e-18
3656.19293 5.67321e-18
3658.95527 5.96464e-18
3661.71762 7.41977e-18
3664.47997 5.79202e-18
3667.25236 6.09030e-18
3670.01471 6.36762e-18
3672.77706 6.17931e-18
3675.53940 6.92400e-18
3678.30175 6.29676e-18
3681.06410 5.08887e-18
3683.82645 5.40984e-18
3686.58879 4.88570e-18
3689.36119 6.11788e-18
3692.12353 5.97720e-18
3694.88588 5.95283e-18
3697.64823 5.08503e-18
3700.41058 5.01903e-18
3703.17292 6.29236e-18
3705.93527 6.38994e-18
3708.70766 4.90451e-18
3711.47001 5.52665e-18
3714.23236 5.53844e-18
3716.99471 6.00981e-18
3719.75705 6.39651e-18
3722.51940 5.89215e-18
3725.28175 5.96933e-18
3728.04410 5.61100e-18
3730.81649 4.83440e-18
3733.57884 4.72190e-18
3736.34118 6.22698e-18
3739.10353 5.14478e-18
3741.86588 4.63716e-18
3744.62823 3.44928e-18
3747.39057 4.09600e-18
3750.16297 5.52326e-18
3752.92531 4.31510e-18
3755.68766 4.50294e-18
3758.45001 6.25374e-18
3761.21236 5.95858e-18
3763.97470 6.14853e-18
3766.73705 6.43339e-18
3769.49940 7.02803e-18
3772.27179 7.68665e-18
3775.03414 6.99163e-18
3777.79649 7.20724e-18
3780.55883 7.55398e-18
3783.32118 6.96339e-18
3786.08353 7.42290e-18
3788.84588 8.03692e-18
3791.61827 8.37975e-18
3794.38062 7.40126e-18
3797.14296 8.67755e-18
3799.90531 7.19228e-18
3802.66766 8.97235e-18
